node:56 rate:1.000 new_rtt4.130 c:0.938 rttpred:4024.902 rtttarget:3717.000 rttmin4130.000 e:0.308 eold:0.000 eavg:0.000 tim:1
node:56 rate:1.000 new_rtt12.264 c:0.781 rttpred:12131.202 rtttarget:11037.600 rttmin12264.000 e:1.094 eold:0.000 eavg:0.000 tim:1
node:56 rate:1.000 new_rtt12.264 c:0.891 rttpred:12131.202 rtttarget:11037.600 rttmin12264.000 e:1.094 eold:1.094 eavg:0.000 tim:2
node:56 rate:1.000 new_rtt12.264 c:0.858 rttpred:12131.202 rtttarget:11037.600 rttmin12264.000 e:1.094 eold:1.094 eavg:3.281 tim:3
node:56 rate:1.000 new_rtt12.268 c:1.323 rttpred:12140.450 rtttarget:13264.000 rttmin12264.000 e:-1.124 eold:1.094 eavg:1.064 tim:4
node:56 rate:1.323 new_rtt12.264 c:1.127 rttpred:12125.010 rtttarget:13264.000 rttmin12264.000 e:-1.139 eold:-1.124 eavg:-1.169 tim:5
node:56 rate:1.492 new_rtt12.264 c:1.147 rttpred:12131.221 rtttarget:13264.000 rttmin12264.000 e:-1.133 eold:-1.139 eavg:-3.395 tim:6
node:56 rate:1.710 new_rtt12.264 c:1.147 rttpred:12131.378 rtttarget:13264.000 rttmin12264.000 e:-1.133 eold:-1.133 eavg:-3.404 tim:7
node:56 rate:1.962 new_rtt12.264 c:1.147 rttpred:12131.342 rtttarget:13264.000 rttmin12264.000 e:-1.133 eold:-1.133 eavg:-3.398 tim:8
node:56 rate:2.251 new_rtt12.264 c:1.147 rttpred:12131.314 rtttarget:13264.000 rttmin12264.000 e:-1.133 eold:-1.133 eavg:-3.398 tim:9
node:56 rate:2.583 new_rtt12.264 c:1.147 rttpred:12131.292 rtttarget:13264.000 rttmin12264.000 e:-1.133 eold:-1.133 eavg:-3.398 tim:10
node:56 rate:2.963 new_rtt12.264 c:1.147 rttpred:12131.274 rtttarget:13264.000 rttmin12264.000 e:-1.133 eold:-1.133 eavg:-3.398 tim:11
node:56 rate:3.399 new_rtt12.264 c:1.147 rttpred:12131.259 rtttarget:13264.000 rttmin12264.000 e:-1.133 eold:-1.133 eavg:-3.398 tim:12
node:56 rate:3.900 new_rtt12.264 c:1.147 rttpred:12131.248 rtttarget:13264.000 rttmin12264.000 e:-1.133 eold:-1.133 eavg:-3.398 tim:13
