node:294 rate:1.000 new_rtt12.357 c:0.754 rttpred:12298.816 rtttarget:11070.000 rttmin12300.000 e:1.229 eold:0.000 eavg:0.000 tim:1
node:294 rate:1.000 new_rtt12.124 c:0.970 rttpred:11675.024 rtttarget:10911.600 rttmin12124.000 e:0.763 eold:1.229 eavg:0.000 tim:2
node:294 rate:1.000 new_rtt8.220 c:0.853 rttpred:8130.991 rtttarget:7398.000 rttmin8220.000 e:0.733 eold:0.000 eavg:0.000 tim:1
node:294 rate:1.000 new_rtt8.238 c:0.918 rttpred:8172.638 rtttarget:7398.000 rttmin8220.000 e:0.775 eold:0.733 eavg:0.000 tim:2
node:294 rate:1.000 new_rtt8.233 c:0.908 rttpred:8133.103 rtttarget:7398.000 rttmin8220.000 e:0.735 eold:0.775 eavg:2.243 tim:3
node:294 rate:1.000 new_rtt8.220 c:1.291 rttpred:8111.004 rtttarget:9220.000 rttmin8220.000 e:-1.109 eold:0.735 eavg:0.401 tim:4
node:294 rate:1.291 new_rtt8.220 c:1.121 rttpred:8131.840 rtttarget:9220.000 rttmin8220.000 e:-1.088 eold:-1.109 eavg:-1.462 tim:5
node:294 rate:1.000 new_rtt8.308 c:0.813 rttpred:8335.258 rtttarget:7398.000 rttmin8220.000 e:0.937 eold:0.000 eavg:0.000 tim:1
node:294 rate:1.000 new_rtt8.293 c:0.941 rttpred:8161.417 rtttarget:7398.000 rttmin8220.000 e:0.763 eold:0.937 eavg:0.000 tim:2
node:294 rate:1.000 new_rtt8.309 c:0.886 rttpred:8222.986 rtttarget:7398.000 rttmin8220.000 e:0.825 eold:0.763 eavg:2.526 tim:3
node:294 rate:1.000 new_rtt8.293 c:1.288 rttpred:8165.391 rtttarget:9220.000 rttmin8220.000 e:-1.055 eold:0.825 eavg:0.534 tim:4
node:294 rate:1.288 new_rtt8.223 c:1.146 rttpred:8032.826 rtttarget:9220.000 rttmin8220.000 e:-1.187 eold:-1.055 eavg:-1.417 tim:5
node:294 rate:1.476 new_rtt8.222 c:1.131 rttpred:8139.814 rtttarget:9220.000 rttmin8220.000 e:-1.080 eold:-1.187 eavg:-3.322 tim:6
