node:251 rate:1.000 new_rtt8.144 c:0.875 rttpred:7955.938 rtttarget:7329.600 rttmin8144.000 e:0.626 eold:0.000 eavg:0.000 tim:1
node:251 rate:1.000 new_rtt12.265 c:0.781 rttpred:12133.513 rtttarget:11037.600 rttmin12264.000 e:1.096 eold:0.000 eavg:0.000 tim:1
node:251 rate:1.000 new_rtt12.270 c:0.888 rttpred:12143.526 rtttarget:11037.600 rttmin12264.000 e:1.106 eold:1.096 eavg:0.000 tim:2
node:251 rate:1.000 new_rtt12.270 c:0.858 rttpred:12135.786 rtttarget:11037.600 rttmin12264.000 e:1.098 eold:1.106 eavg:3.300 tim:3
node:251 rate:1.000 new_rtt8.220 c:0.853 rttpred:8130.991 rtttarget:7398.000 rttmin8220.000 e:0.733 eold:0.000 eavg:0.000 tim:1
node:251 rate:1.000 new_rtt12.264 c:0.781 rttpred:12131.202 rtttarget:11037.600 rttmin12264.000 e:1.094 eold:0.000 eavg:0.000 tim:1
node:251 rate:1.000 new_rtt8.640 c:0.855 rttpred:8501.597 rtttarget:7776.000 rttmin8640.000 e:0.726 eold:0.000 eavg:0.000 tim:1
node:251 rate:1.000 new_rtt12.270 c:1.325 rttpred:12135.857 rtttarget:13264.000 rttmin12264.000 e:-1.128 eold:1.098 eavg:1.076 tim:4
node:251 rate:1.000 new_rtt8.220 c:0.927 rttpred:8130.991 rtttarget:7398.000 rttmin8220.000 e:0.733 eold:0.733 eavg:0.000 tim:2
node:251 rate:1.000 new_rtt8.220 c:0.905 rttpred:8130.991 rtttarget:7398.000 rttmin8220.000 e:0.733 eold:0.733 eavg:2.199 tim:3
node:251 rate:1.000 new_rtt8.304 c:1.009 rttpred:7789.558 rtttarget:7473.600 rttmin8304.000 e:0.316 eold:0.726 eavg:0.000 tim:2
node:251 rate:1.000 new_rtt12.264 c:0.891 rttpred:12131.202 rtttarget:11037.600 rttmin12264.000 e:1.094 eold:1.094 eavg:0.000 tim:2
node:251 rate:1.325 new_rtt12.304 c:1.108 rttpred:12214.775 rtttarget:13264.000 rttmin12264.000 e:-1.049 eold:-1.128 eavg:-1.079 tim:5
node:251 rate:1.000 new_rtt8.220 c:1.287 rttpred:8130.991 rtttarget:9220.000 rttmin8220.000 e:-1.089 eold:0.733 eavg:0.377 tim:4
