node:259 rate:1.000 new_rtt12.240 c:0.788 rttpred:12075.763 rtttarget:11016.000 rttmin12240.000 e:1.060 eold:0.000 eavg:0.000 tim:1
node:259 rate:1.000 new_rtt8.103 c:0.886 rttpred:7862.039 rtttarget:7292.700 rttmin8103.000 e:0.569 eold:0.000 eavg:0.000 tim:1
node:259 rate:1.000 new_rtt12.264 c:0.782 rttpred:12129.879 rtttarget:11037.600 rttmin12264.000 e:1.092 eold:0.000 eavg:0.000 tim:1
node:259 rate:1.000 new_rtt12.264 c:0.890 rttpred:12131.426 rtttarget:11037.600 rttmin12264.000 e:1.094 eold:1.092 eavg:0.000 tim:2
node:259 rate:1.000 new_rtt12.264 c:0.858 rttpred:12131.421 rtttarget:11037.600 rttmin12264.000 e:1.094 eold:1.094 eavg:3.280 tim:3
node:259 rate:1.000 new_rtt4.176 c:0.926 rttpred:4130.781 rtttarget:3758.400 rttmin4176.000 e:0.372 eold:0.000 eavg:0.000 tim:1
node:259 rate:1.000 new_rtt4.176 c:0.963 rttpred:4130.781 rtttarget:3758.400 rttmin4176.000 e:0.372 eold:0.372 eavg:0.000 tim:2
node:259 rate:1.000 new_rtt12.264 c:1.325 rttpred:12131.378 rtttarget:13264.000 rttmin12264.000 e:-1.133 eold:1.094 eavg:1.055 tim:4
node:259 rate:1.000 new_rtt4.176 c:0.952 rttpred:4130.781 rtttarget:3758.400 rttmin4176.000 e:0.372 eold:0.372 eavg:1.117 tim:3
node:259 rate:1.000 new_rtt4.176 c:1.249 rttpred:4130.781 rtttarget:5176.000 rttmin4176.000 e:-1.045 eold:0.372 eavg:-0.300 tim:4
node:259 rate:1.325 new_rtt12.264 c:1.125 rttpred:12131.342 rtttarget:13264.000 rttmin12264.000 e:-1.133 eold:-1.133 eavg:-1.171 tim:5
node:259 rate:1.249 new_rtt4.176 c:1.122 rttpred:4130.781 rtttarget:5176.000 rttmin4176.000 e:-1.045 eold:-1.045 eavg:-1.718 tim:5
node:259 rate:1.491 new_rtt12.264 c:1.147 rttpred:12131.314 rtttarget:13264.000 rttmin12264.000 e:-1.133 eold:-1.133 eavg:-3.398 tim:6
