node:59 rate:1.000 new_rtt12.855 c:0.879 rttpred:12176.475 rtttarget:11569.500 rttmin12855.000 e:0.607 eold:0.000 eavg:0.000 tim:1
node:59 rate:1.000 new_rtt12.684 c:0.866 rttpred:12390.688 rtttarget:11415.600 rttmin12684.000 e:0.975 eold:0.607 eavg:0.000 tim:2
node:59 rate:1.000 new_rtt12.356 c:0.924 rttpred:11872.966 rtttarget:11120.400 rttmin12356.000 e:0.753 eold:0.975 eavg:2.335 tim:3
node:59 rate:1.000 new_rtt12.613 c:1.149 rttpred:12924.235 rtttarget:13356.000 rttmin12356.000 e:-0.432 eold:0.753 eavg:1.296 tim:4
node:59 rate:1.149 new_rtt12.988 c:0.931 rttpred:13462.804 rtttarget:13356.000 rttmin12356.000 e:0.107 eold:-0.432 eavg:0.428 tim:5
node:59 rate:1.000 new_rtt12.264 c:0.781 rttpred:12131.202 rtttarget:11037.600 rttmin12264.000 e:1.094 eold:0.000 eavg:0.000 tim:1
node:59 rate:1.070 new_rtt13.243 c:0.996 rttpred:13439.072 rtttarget:13356.000 rttmin12356.000 e:0.083 eold:0.107 eavg:-0.242 tim:6
node:59 rate:1.000 new_rtt12.264 c:0.891 rttpred:12131.202 rtttarget:11037.600 rttmin12264.000 e:1.094 eold:1.094 eavg:0.000 tim:2
node:59 rate:1.066 new_rtt14.069 c:0.676 rttpred:14931.486 rtttarget:13356.000 rttmin12356.000 e:1.575 eold:0.083 eavg:1.765 tim:7
node:59 rate:1.000 new_rtt12.264 c:0.858 rttpred:12131.202 rtttarget:11037.600 rttmin12264.000 e:1.094 eold:1.094 eavg:3.281 tim:3
node:59 rate:1.000 new_rtt12.264 c:1.903 rttpred:9634.854 rtttarget:13264.000 rttmin12264.000 e:-3.629 eold:1.575 eavg:-1.971 tim:8
node:59 rate:1.000 new_rtt12.264 c:1.325 rttpred:12131.202 rtttarget:13264.000 rttmin12264.000 e:-1.133 eold:1.094 eavg:1.054 tim:4
node:59 rate:1.903 new_rtt12.281 c:0.876 rttpred:12221.803 rtttarget:13264.000 rttmin12264.000 e:-1.042 eold:-3.629 eavg:-3.096 tim:9
node:59 rate:1.325 new_rtt12.264 c:1.125 rttpred:12131.202 rtttarget:13264.000 rttmin12264.000 e:-1.133 eold:-1.133 eavg:-1.172 tim:5
