[4755, 100.0, 100.0]
[6332, 100.0, 50.0]
[7909, 50.0, 50.0]
[9486, 50.0, 50.0]
[11063, 50.0, 50.0]
[12640, 50.0, 50.0]
[14217, 50.0, 50.0]
[15794, 50.0, 50.0]
[17371, 50.0, 50.0]
[18948, 50.0, 50.0]
[20525, 50.0, 50.0]
[22102, 50.0, 50.0]
[23679, 50.0, 50.0]
[25256, 50.0, 50.0]
[26833, 50.0, 50.0]
[28410, 50.0, 50.0]
[29987, 50.0, 50.0]
[31564, 50.0, 50.0]
[33141, 50.0, 50.0]
[34718, 50.0, 50.0]
[36295, 50.0, 50.0]
[37872, 50.0, 50.0]
[39449, 50.0, 50.0]
[41026, 50.0, 50.0]
[42603, 50.0, 50.0]
[44180, 50.0, 50.0]
[45757, 50.0, 50.0]
[47334, 50.0, 50.0]
[48911, 50.0, 50.0]
[50488, 50.0, 50.0]
[52065, 50.0, 50.0]
[53642, 50.0, 50.0]
[55219, 50.0, 50.0]
[56796, 50.0, 50.0]
[58373, 50.0, 50.0]
[59950, 50.0, 50.0]
[61527, 50.0, 50.0]
[63104, 50.0, 50.0]
[64681, 50.0, 50.0]
[66258, 50.0, 50.0]
[67835, 50.0, 50.0]
[69412, 50.0, 50.0]
[70989, 50.0, 50.0]
[72566, 50.0, 50.0]
[74143, 50.0, 50.0]
[75720, 50.0, 50.0]
[77297, 50.0, 50.0]
[78874, 50.0, 50.0]
[80451, 50.0, 50.0]
[82028, 50.0, 50.0]
[83605, 50.0, 50.0]
[85182, 50.0, 50.0]
[86320, 50.0, 50.0]
[43160, 50.0, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[22825, 25.029, 25.029]
[22825, 25.029, 25.029]
[22825, 25.029, 25.029]
[22825, 25.029, 25.029]
[22825, 25.029, 25.029]
[22825, 25.029, 25.029]
[22825, 25.029, 25.029]
[22825, 25.029, 25.029]
[22825, 25.029, 25.029]
[22825, 25.029, 25.029]
[22825, 25.029, 25.029]
