[5336, 100.0, 100.0]
[6913, 100.0, 50.0]
[8490, 50.0, 50.0]
[10067, 50.0, 50.0]
[11644, 50.0, 50.0]
[13221, 50.0, 50.0]
[14798, 50.0, 50.0]
[16375, 50.0, 50.0]
[17952, 50.0, 50.0]
[19529, 50.0, 50.0]
[21106, 50.0, 50.0]
[22683, 50.0, 50.0]
[24260, 50.0, 50.0]
[25837, 50.0, 50.0]
[27414, 50.0, 50.0]
[28991, 50.0, 50.0]
[30568, 50.0, 50.0]
[32145, 50.0, 50.0]
[33722, 50.0, 50.0]
[35299, 50.0, 50.0]
[36876, 50.0, 50.0]
[38453, 50.0, 50.0]
[40030, 50.0, 50.0]
[41607, 50.0, 50.0]
[43184, 50.0, 50.0]
[44761, 50.0, 50.0]
[46338, 50.0, 50.0]
[47915, 50.0, 50.0]
[49492, 50.0, 50.0]
[51069, 50.0, 50.0]
[52646, 50.0, 50.0]
[54223, 50.0, 50.0]
[55800, 50.0, 50.0]
[57377, 50.0, 50.0]
[58954, 50.0, 50.0]
[60531, 50.0, 50.0]
[62108, 50.0, 50.0]
[63685, 50.0, 50.0]
[65262, 50.0, 50.0]
[66839, 50.0, 50.0]
[68416, 50.0, 50.0]
[69993, 50.0, 50.0]
[71570, 50.0, 50.0]
[73147, 50.0, 50.0]
[74724, 50.0, 50.0]
[76301, 50.0, 50.0]
[77878, 50.0, 50.0]
[79455, 50.0, 50.0]
[81032, 50.0, 50.0]
[82609, 50.0, 50.0]
[84186, 50.0, 50.0]
[85763, 50.0, 50.0]
[86320, 50.0, 50.0]
[43160, 50.0, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
[43160, 25.029, 25.029]
