[5170, 100.0, 100.0]
[27473, 30.971, 30.971]
[27556, 30.971, 30.971]
[27556, 30.971, 30.971]
[27556, 30.971, 30.971]
[27556, 30.971, 30.971]
[27556, 30.971, 30.971]
[27556, 30.971, 30.971]
[28303, 30.971, 30.971]
[28381, 30.971, 30.971]
[28376, 30.971, 30.971]
[28288, 30.971, 30.971]
[28283, 30.971, 30.971]
[28137, 30.971, 30.971]
[28033, 30.971, 30.971]
[27971, 30.971, 30.971]
[27888, 30.971, 30.971]
[27805, 30.971, 30.971]
[27224, 30.971, 30.971]
[26892, 30.971, 30.971]
[26892, 30.971, 30.971]
[26892, 30.971, 30.971]
[26892, 30.971, 30.971]
[26892, 30.971, 30.971]
[26892, 30.971, 30.971]
[26892, 30.971, 31.586]
[26892, 31.586, 31.586]
[26871, 31.586, 31.586]
[26767, 31.586, 31.586]
[26746, 31.586, 31.586]
[26725, 31.586, 31.586]
[26787, 31.586, 31.586]
[26849, 31.586, 31.586]
[26828, 31.586, 31.586]
[26809, 31.586, 31.586]
[26726, 31.586, 31.586]
[26975, 31.586, 31.586]
[26975, 31.586, 31.586]
[26975, 31.586, 31.586]
[26975, 31.586, 31.586]
[26975, 31.586, 31.586]
[26975, 31.586, 31.586]
[27058, 31.586, 32.201]
[27058, 32.201, 32.201]
[27042, 32.201, 32.201]
[27026, 32.201, 32.201]
[27010, 32.201, 32.201]
[26994, 32.201, 32.201]
[26978, 32.201, 32.201]
[27045, 32.201, 32.201]
[27029, 32.201, 32.201]
[27058, 32.201, 32.201]
[27058, 32.201, 32.201]
[27141, 32.201, 32.201]
[27141, 32.201, 32.201]
[27141, 32.201, 32.201]
[27141, 32.201, 32.201]
[27141, 32.201, 32.201]
[27141, 32.201, 32.201]
[27224, 32.201, 30.313]
[27224, 30.313, 30.313]
[27213, 30.313, 30.313]
[27202, 30.313, 30.313]
[27191, 30.313, 30.313]
[27180, 30.313, 30.313]
[27169, 30.313, 30.313]
[27224, 30.313, 30.313]
[27213, 30.313, 30.313]
[27224, 30.313, 30.313]
[27224, 30.313, 30.313]
[27639, 30.313, 30.313]
[27639, 30.313, 30.313]
[27639, 30.313, 30.313]
[27639, 30.313, 30.313]
[27639, 30.313, 30.313]
[27639, 30.313, 30.313]
[28137, 30.313, 30.928]
[27944, 30.928, 30.928]
[27834, 30.928, 30.928]
[27807, 30.928, 30.928]
[27780, 30.928, 30.928]
[27753, 30.928, 30.928]
[27726, 30.928, 30.928]
[27699, 30.928, 30.928]
[27805, 30.928, 30.928]
[27805, 30.928, 30.928]
[27307, 30.928, 30.928]
[27307, 30.928, 30.928]
[27307, 30.928, 30.928]
[27307, 30.928, 30.928]
[27307, 30.928, 30.928]
[27307, 30.928, 30.928]
[27224, 30.928, 31.543]
[27119, 31.543, 31.543]
[27097, 31.543, 31.543]
[27075, 31.543, 31.543]
[27136, 31.543, 31.543]
[27197, 31.543, 31.543]
[27175, 31.543, 31.543]
[27236, 31.543, 31.543]
[27297, 31.543, 31.543]
[27358, 31.543, 31.543]
[27390, 31.543, 31.543]
[27639, 31.543, 31.543]
[27639, 31.543, 31.543]
[27639, 31.543, 31.543]
[27639, 31.543, 31.543]
[27639, 31.543, 31.543]
[27639, 31.543, 31.543]
[27722, 31.543, 32.158]
[27789, 32.158, 32.158]
[27773, 32.158, 32.158]
[27757, 32.158, 32.158]
[27824, 32.158, 32.158]
[27888, 32.158, 32.158]
[27872, 32.158, 32.158]
[27888, 32.158, 32.158]
[27888, 32.158, 32.158]
[27888, 32.158, 32.158]
[27888, 32.158, 32.158]
[27888, 32.158, 32.158]
[27888, 32.158, 32.158]
[27888, 32.158, 32.158]
[27888, 32.158, 32.158]
[27888, 32.158, 32.158]
[27888, 32.158, 32.158]
[27390, 32.158, 32.773]
[27390, 32.773, 32.773]
[27379, 32.773, 32.773]
[27368, 32.773, 32.773]
[27390, 32.773, 32.773]
[27556, 32.773, 32.773]
[27545, 32.773, 32.773]
[27556, 32.773, 32.773]
[27556, 32.773, 32.773]
[27556, 32.773, 32.773]
[27556, 32.773, 32.773]
[27722, 32.773, 30.792]
[27722, 30.792, 30.792]
[27722, 30.792, 30.792]
[27722, 30.792, 30.792]
[27722, 30.792, 30.792]
[27722, 30.792, 30.792]
[27805, 30.792, 30.792]
[27965, 30.792, 30.792]
[28042, 30.792, 30.792]
[28036, 30.792, 30.792]
[28030, 30.792, 30.792]
[28024, 30.792, 30.792]
[28054, 30.792, 30.792]
[28048, 30.792, 30.792]
[28054, 30.792, 30.792]
[28054, 30.792, 30.792]
[28054, 30.792, 30.792]
[28054, 30.792, 30.792]
[27058, 30.792, 30.792]
[27058, 30.792, 30.792]
[27058, 30.792, 30.792]
[27058, 30.792, 30.792]
[27141, 30.792, 30.792]
[27141, 30.792, 31.407]
[27141, 31.407, 31.407]
[27141, 31.407, 31.407]
[27118, 31.407, 31.407]
[27095, 31.407, 31.407]
[27072, 31.407, 31.407]
[27141, 31.407, 31.407]
[27118, 31.407, 31.407]
[27141, 31.407, 31.407]
[27141, 31.407, 31.407]
[27141, 31.407, 31.407]
[27141, 31.407, 31.407]
[27141, 31.407, 31.407]
[27141, 31.407, 31.407]
[27141, 31.407, 31.407]
[27141, 31.407, 31.407]
[27141, 31.407, 31.407]
[27141, 31.407, 32.022]
[27141, 32.022, 32.022]
[27141, 32.022, 32.022]
[27124, 32.022, 32.022]
[27190, 32.022, 32.022]
[27256, 32.022, 32.022]
[27307, 32.022, 32.022]
[27290, 32.022, 32.022]
[27307, 32.022, 32.022]
[27307, 32.022, 32.022]
[27307, 32.022, 32.022]
[27307, 32.022, 32.022]
[27307, 32.022, 32.022]
[27307, 32.022, 32.022]
[27307, 32.022, 32.022]
[27307, 32.022, 32.022]
[27307, 32.022, 32.022]
[27639, 32.022, 32.637]
[27639, 32.637, 32.637]
[27639, 32.637, 32.637]
[27627, 32.637, 32.637]
[27639, 32.637, 32.637]
[27639, 32.637, 32.637]
[27639, 32.637, 32.637]
[27627, 32.637, 32.637]
[27639, 32.637, 32.637]
[27639, 32.637, 32.637]
[27639, 32.637, 32.637]
[27639, 32.637, 32.637]
[27888, 32.637, 32.637]
[27888, 32.637, 32.637]
[27888, 32.637, 32.637]
[27888, 32.637, 32.637]
[27888, 32.637, 32.637]
[27722, 32.637, 33.252]
[27722, 33.252, 33.252]
[27722, 33.252, 33.252]
[27715, 33.252, 33.252]
[27805, 33.252, 33.252]
[27805, 33.252, 33.252]
[27805, 33.252, 33.252]
[27798, 33.252, 33.252]
[27805, 33.252, 33.252]
[27805, 33.252, 31.749]
[27805, 31.749, 31.749]
[27805, 31.749, 31.749]
[27971, 31.749, 31.749]
[27971, 31.749, 31.749]
[27971, 31.749, 31.749]
[27971, 31.749, 31.749]
[27971, 31.749, 31.749]
[27971, 31.749, 31.749]
[28051, 31.749, 31.749]
[28131, 31.749, 31.749]
[28211, 31.749, 31.749]
[28208, 31.749, 31.749]
[28303, 31.749, 31.749]
[28303, 31.749, 31.749]
[28386, 31.749, 31.749]
[28300, 31.749, 31.749]
[28303, 31.749, 31.749]
[28220, 31.749, 31.749]
[28137, 31.749, 31.749]
[27556, 31.749, 31.749]
[27556, 31.749, 31.749]
[27556, 31.749, 31.749]
[27556, 31.749, 31.749]
[27556, 31.749, 31.749]
[27722, 31.749, 32.364]
[27722, 32.364, 32.364]
[27722, 32.364, 32.364]
[27722, 32.364, 30.967]
[27707, 30.967, 30.967]
[27722, 30.967, 30.967]
[27722, 30.967, 30.967]
[27722, 30.967, 30.967]
[27707, 30.967, 30.967]
[27692, 30.967, 30.967]
[27722, 30.967, 30.967]
[27707, 30.967, 30.967]
[27722, 30.967, 30.967]
[27722, 30.967, 30.967]
[27722, 30.967, 30.967]
[27722, 30.967, 30.967]
[27805, 30.967, 30.967]
[28054, 30.967, 30.967]
[28054, 30.967, 30.967]
[28137, 30.967, 30.967]
[28137, 30.967, 30.967]
[28116, 30.967, 30.967]
[28054, 30.967, 30.967]
[27971, 30.967, 30.967]
[27888, 30.967, 30.967]
[27867, 30.967, 30.967]
[27846, 30.967, 30.967]
[27888, 30.967, 30.967]
[27867, 30.967, 30.967]
[27639, 30.967, 30.967]
[27639, 30.967, 30.967]
[27639, 30.967, 30.967]
[27639, 30.967, 30.967]
[27639, 30.967, 30.967]
[27722, 30.967, 29.308]
[27722, 29.308, 29.308]
[27722, 29.308, 29.308]
[27722, 29.308, 29.308]
[27701, 29.308, 29.308]
[27639, 29.308, 29.308]
[27618, 29.308, 29.308]
[27722, 29.308, 29.308]
[27701, 29.308, 29.308]
[27680, 29.308, 29.308]
[27722, 29.308, 29.308]
[27701, 29.308, 29.308]
[27888, 29.308, 29.308]
[27888, 29.308, 29.308]
[27888, 29.308, 29.308]
[27888, 29.308, 29.308]
[27888, 29.308, 29.308]
[27473, 29.308, 29.923]
[27473, 29.923, 29.923]
[27473, 29.923, 29.923]
[27436, 29.923, 29.923]
[27390, 29.923, 29.923]
[27436, 29.923, 29.923]
[27473, 29.923, 29.923]
[27519, 29.923, 29.923]
[27482, 29.923, 29.923]
[27556, 29.923, 29.923]
[27519, 29.923, 29.923]
[27639, 29.923, 29.923]
[27639, 29.923, 28.366]
[27639, 28.366, 28.366]
[27639, 28.366, 28.366]
[27639, 28.366, 28.366]
[27639, 28.366, 28.366]
[27888, 28.366, 28.366]
[27888, 28.366, 28.366]
[27940, 28.366, 28.366]
[27909, 28.366, 28.366]
[27961, 28.366, 28.366]
[27971, 28.366, 28.366]
[27971, 28.366, 28.366]
[27940, 28.366, 28.366]
[27971, 28.366, 28.366]
[27940, 28.366, 28.366]
[27888, 28.366, 28.366]
[26809, 28.366, 28.366]
[26809, 28.366, 28.366]
[26809, 28.366, 28.366]
[26809, 28.366, 28.981]
[26809, 28.981, 28.981]
[26809, 28.981, 28.981]
[26809, 28.981, 28.981]
[26763, 28.981, 28.981]
[26800, 28.981, 28.981]
[26809, 28.981, 28.981]
[26809, 28.981, 28.981]
[26763, 28.981, 28.981]
[26809, 28.981, 28.981]
[26763, 28.981, 28.981]
[26809, 28.981, 28.981]
[26809, 28.981, 28.981]
[26809, 28.981, 28.981]
[26809, 28.981, 28.981]
[27224, 28.981, 29.596]
[27267, 29.596, 29.596]
[27307, 29.596, 29.596]
[27390, 29.596, 29.596]
[27390, 29.596, 29.596]
[27350, 29.596, 29.596]
[27390, 29.596, 29.596]
[27390, 29.596, 29.596]
[27390, 29.596, 29.596]
[27350, 29.596, 29.596]
[27390, 29.596, 29.596]
