time: 2000000000
0 1 1
0 2 1
0 3 1
0 4 1
0 5 1
0 6 1
0 7 1
0 8 1
0 9 1
0 10 1
0 11 1
0 12 1
0 13 1
0 14 1
0 15 1
0 16 1
0 17 1
0 18 1
0 19 1
0 20 1
0 21 1
0 22 1
0 23 1
0 24 1
0 25 1
0 26 1
0 27 1
0 28 1
0 29 1
0 30 1
0 31 1
0 32 1
0 33 1
0 34 1
0 35 1
0 36 1
0 37 1
0 38 1
0 39 1
0 40 1
0 41 1
0 42 1
0 43 1
0 44 1
0 45 1
0 46 1
0 47 1
0 48 1
0 49 1
0 50 1
0 51 1
0 52 1
0 53 1
0 54 1
0 55 1
0 56 1
0 57 1
0 58 1
0 59 1
0 60 1
0 61 1
0 62 1
0 63 1
0 64 1
0 65 1
time: 2100000000
0 1 481515 1807 1074 714 538 514 439 552 1212 3845 10518 108706 317172 65064 5272 926 109 12 0 5 7
0 2 1000001
0 3 1000001
0 4 1000001
0 5 1000001
0 6 1000001
0 7 1000001
0 8 1000001
0 9 1000001
0 10 1000001
0 11 1000001
0 12 1000001
0 13 1000001
0 14 1000001
0 15 1000001
0 16 1000001
0 17 1000001
0 18 1000001
0 19 1000001
0 20 1000001
0 21 1000001
0 22 1000001
0 23 1000001
0 24 1000001
0 25 1000001
0 26 1000001
0 27 1000001
0 28 1000001
0 29 1000001
0 30 1000001
0 31 1000001
0 32 1000001
0 33 1000001
0 34 1000001
0 35 1000001
0 36 1000001
0 37 1000001
0 38 1000001
0 39 1000001
0 40 1000001
0 41 1000001
0 42 1000001
0 43 1000001
0 44 1000001
0 45 1000001
0 46 1000001
0 47 1000001
0 48 1000001
0 49 1000001
0 50 1000001
0 51 1000001
0 52 1000001
0 53 1000001
0 54 1000001
0 55 1000001
0 56 1000001
0 57 1000001
0 58 1000001
0 59 1000001
0 60 1000001
0 61 1000001
0 62 1000001
0 63 1000001
0 64 1000001
0 65 1000001
time: 2200000000
0 1 1481515 1807 1074 714 538 514 439 552 1212 3845 10518 108706 317172 65064 5272 926 109 12 0 5 7
0 2 2000001
0 3 2000001
0 4 2000001
0 5 2000001
0 6 2000001
0 7 2000001
0 8 2000001
0 9 2000001
0 10 2000001
0 11 2000001
0 12 2000001
0 13 2000001
0 14 2000001
0 15 2000001
0 16 2000001
0 17 2000001
0 18 2000001
0 19 2000001
0 20 2000001
0 21 2000001
0 22 2000001
0 23 2000001
0 24 2000001
0 25 2000001
0 26 2000001
0 27 2000001
0 28 2000001
0 29 2000001
0 30 2000001
0 31 2000001
0 32 2000001
0 33 2000001
0 34 2000001
0 35 2000001
0 36 2000001
0 37 2000001
0 38 2000001
0 39 2000001
0 40 2000001
0 41 2000001
0 42 2000001
0 43 2000001
0 44 2000001
0 45 2000001
0 46 2000001
0 47 2000001
0 48 2000001
0 49 2000001
0 50 2000001
0 51 2000001
0 52 2000001
0 53 2000001
0 54 2000001
0 55 2000001
0 56 2000001
0 57 2000001
0 58 2000001
0 59 2000001
0 60 2000001
0 61 2000001
0 62 2000001
0 63 2000001
0 64 2000001
0 65 2000001
time: 2300000000
0 1 2481515 1807 1074 714 538 514 439 552 1212 3845 10518 108706 317172 65064 5272 926 109 12 0 5 7
0 2 3000001
0 3 3000001
0 4 3000001
0 5 3000001
0 6 3000001
0 7 3000001
0 8 3000001
0 9 3000001
0 10 3000001
0 11 3000001
0 12 3000001
0 13 3000001
0 14 3000001
0 15 3000001
0 16 3000001
0 17 3000001
0 18 3000001
0 19 3000001
0 20 3000001
0 21 3000001
0 22 3000001
0 23 3000001
0 24 3000001
0 25 3000001
0 26 3000001
0 27 3000001
0 28 3000001
0 29 3000001
0 30 3000001
0 31 3000001
0 32 3000001
0 33 3000001
0 34 3000001
0 35 3000001
0 36 3000001
0 37 3000001
0 38 3000001
0 39 3000001
0 40 3000001
0 41 3000001
0 42 3000001
0 43 3000001
0 44 3000001
0 45 3000001
0 46 3000001
0 47 3000001
0 48 3000001
0 49 3000001
0 50 3000001
0 51 3000001
0 52 3000001
0 53 3000001
0 54 3000001
0 55 3000001
0 56 3000001
0 57 3000001
0 58 3000001
0 59 3000001
0 60 3000001
0 61 3000001
0 62 3000001
0 63 3000001
0 64 3000001
0 65 3000001
time: 2400000000
0 1 3481515 1807 1074 714 538 514 439 552 1212 3845 10518 108706 317172 65064 5272 926 109 12 0 5 7
0 2 4000001
0 3 4000001
0 4 4000001
0 5 4000001
0 6 4000001
0 7 4000001
0 8 4000001
0 9 4000001
0 10 4000001
0 11 4000001
0 12 4000001
0 13 4000001
0 14 4000001
0 15 4000001
0 16 4000001
0 17 4000001
0 18 4000001
0 19 4000001
0 20 4000001
0 21 4000001
0 22 4000001
0 23 4000001
0 24 4000001
0 25 4000001
0 26 4000001
0 27 4000001
0 28 4000001
0 29 4000001
0 30 4000001
0 31 4000001
0 32 4000001
0 33 4000001
0 34 4000001
0 35 4000001
0 36 4000001
0 37 4000001
0 38 4000001
0 39 4000001
0 40 4000001
0 41 4000001
0 42 4000001
0 43 4000001
0 44 4000001
0 45 4000001
0 46 4000001
0 47 4000001
0 48 4000001
0 49 4000001
0 50 4000001
0 51 4000001
0 52 4000001
0 53 4000001
0 54 4000001
0 55 4000001
0 56 4000001
0 57 4000001
0 58 4000001
0 59 4000001
0 60 4000001
0 61 4000001
0 62 4000001
0 63 4000001
0 64 4000001
0 65 4000001
time: 2500000000
0 1 4481515 1807 1074 714 538 514 439 552 1212 3845 10518 108706 317172 65064 5272 926 109 12 0 5 7
0 2 5000001
0 3 5000001
0 4 5000001
0 5 5000001
0 6 5000001
0 7 5000001
0 8 5000001
0 9 5000001
0 10 5000001
0 11 5000001
0 12 5000001
0 13 5000001
0 14 5000001
0 15 5000001
0 16 5000001
0 17 5000001
0 18 5000001
0 19 5000001
0 20 5000001
0 21 5000001
0 22 5000001
0 23 5000001
0 24 5000001
0 25 5000001
0 26 5000001
0 27 5000001
0 28 5000001
0 29 5000001
0 30 5000001
0 31 5000001
0 32 5000001
0 33 5000001
0 34 5000001
0 35 5000001
0 36 5000001
0 37 5000001
0 38 5000001
0 39 5000001
0 40 5000001
0 41 5000001
0 42 5000001
0 43 5000001
0 44 5000001
0 45 5000001
0 46 5000001
0 47 5000001
0 48 5000001
0 49 5000001
0 50 5000001
0 51 5000001
0 52 5000001
0 53 5000001
0 54 5000001
0 55 5000001
0 56 5000001
0 57 5000001
0 58 5000001
0 59 5000001
0 60 5000001
0 61 5000001
0 62 5000001
0 63 5000001
0 64 5000001
0 65 5000001
time: 2600000000
0 1 5481515 1807 1074 714 538 514 439 552 1212 3845 10518 108706 317172 65064 5272 926 109 12 0 5 7
0 2 6000001
0 3 6000001
0 4 6000001
0 5 6000001
0 6 6000001
0 7 6000001
0 8 6000001
0 9 6000001
0 10 6000001
0 11 6000001
0 12 6000001
0 13 6000001
0 14 6000001
0 15 6000001
0 16 6000001
0 17 6000001
0 18 6000001
0 19 6000001
0 20 6000001
0 21 6000001
0 22 6000001
0 23 6000001
0 24 6000001
0 25 6000001
0 26 6000001
0 27 6000001
0 28 6000001
0 29 6000001
0 30 6000001
0 31 6000001
0 32 6000001
0 33 6000001
0 34 6000001
0 35 6000001
0 36 6000001
0 37 6000001
0 38 6000001
0 39 6000001
0 40 6000001
0 41 6000001
0 42 6000001
0 43 6000001
0 44 6000001
0 45 6000001
0 46 6000001
0 47 6000001
0 48 6000001
0 49 6000001
0 50 6000001
0 51 6000001
0 52 6000001
0 53 6000001
0 54 6000001
0 55 6000001
0 56 6000001
0 57 6000001
0 58 6000001
0 59 6000001
0 60 6000001
0 61 6000001
0 62 6000001
0 63 6000001
0 64 6000001
0 65 6000001
