node:2 w:0.000 rate:10.000 new_rtt8.356 c:0.664 rttpred:13172.900 rtttarget:5.000
node:2 w:0.000 rate:6.644 new_rtt16.800 c:-0.180 rttpred:11388.827 rtttarget:5.000
node:2 w:0.000 rate:2.658 new_rtt20.846 c:-0.585 rttpred:5851.306 rtttarget:5.000
node:2 w:0.000 rate:1.063 new_rtt10.360 c:0.464 rttpred:6379.575 rtttarget:5.000
node:2 w:0.000 rate:1.000 new_rtt4.399 c:1.060 rttpred:6450.046 rtttarget:5.000
node:2 w:0.000 rate:1.060 new_rtt4.399 c:1.060 rttpred:3335.491 rtttarget:5.000
node:2 w:0.000 rate:1.124 new_rtt4.234 c:1.077 rttpred:3609.901 rtttarget:5.000
node:2 w:0.000 rate:1.210 new_rtt4.209 c:1.079 rttpred:3763.860 rtttarget:5.000
node:2 w:0.000 rate:1.306 new_rtt4.176 c:1.082 rttpred:3816.651 rtttarget:5.000
node:2 w:0.000 rate:1.413 new_rtt4.189 c:1.081 rttpred:3936.611 rtttarget:5.000
node:2 w:0.000 rate:1.528 new_rtt4.291 c:1.071 rttpred:4188.536 rtttarget:5.000
node:2 w:0.000 rate:1.636 new_rtt4.220 c:1.078 rttpred:4017.396 rtttarget:5.000
node:2 w:0.000 rate:1.764 new_rtt4.176 c:1.082 rttpred:4020.705 rtttarget:5.000
node:2 w:0.000 rate:1.909 new_rtt4.176 c:1.082 rttpred:4097.820 rtttarget:5.000
node:2 w:0.000 rate:2.066 new_rtt4.176 c:1.082 rttpred:4127.277 rtttarget:5.000
node:2 w:0.000 rate:2.237 new_rtt4.285 c:1.071 rttpred:4399.543 rtttarget:5.000
node:2 w:0.000 rate:2.397 new_rtt4.176 c:1.082 rttpred:4025.473 rtttarget:5.000
node:2 w:0.000 rate:2.594 new_rtt4.176 c:1.082 rttpred:4161.888 rtttarget:5.000
node:2 w:0.000 rate:2.808 new_rtt4.304 c:1.070 rttpred:4475.393 rtttarget:5.000
node:2 w:0.000 rate:3.003 new_rtt4.287 c:1.071 rttpred:4253.734 rtttarget:5.000
node:2 w:0.000 rate:3.217 new_rtt4.176 c:1.082 rttpred:4010.345 rtttarget:5.000
node:2 w:0.000 rate:3.482 new_rtt4.176 c:1.082 rttpred:4162.498 rtttarget:5.000
node:2 w:0.000 rate:3.769 new_rtt4.245 c:1.075 rttpred:4327.657 rtttarget:5.000
node:2 w:0.000 rate:4.054 new_rtt4.220 c:1.078 rttpred:4161.191 rtttarget:5.000
node:2 w:0.000 rate:4.370 new_rtt4.247 c:1.075 rttpred:4256.012 rtttarget:5.000
node:2 w:0.000 rate:4.699 new_rtt4.320 c:1.068 rttpred:4385.103 rtttarget:5.000
node:2 w:0.000 rate:5.019 new_rtt4.176 c:1.082 rttpred:3934.350 rtttarget:5.000
node:2 w:0.000 rate:5.432 new_rtt4.839 c:1.016 rttpred:5742.357 rtttarget:5.000
node:2 w:0.000 rate:5.520 new_rtt5.759 c:0.924 rttpred:6614.449 rtttarget:5.000
node:2 w:0.000 rate:5.101 new_rtt6.695 c:0.831 rttpred:5725.435 rtttarget:5.000
node:2 w:0.000 rate:4.236 new_rtt7.403 c:0.760 rttpred:5123.848 rtttarget:5.000
node:2 w:0.000 rate:3.218 new_rtt6.483 c:0.852 rttpred:4518.011 rtttarget:5.000
node:2 w:0.000 rate:2.741 new_rtt4.249 c:1.075 rttpred:4040.992 rtttarget:5.000
node:2 w:0.000 rate:2.947 new_rtt4.176 c:1.082 rttpred:3944.402 rtttarget:5.000
node:2 w:0.000 rate:3.190 new_rtt4.192 c:1.081 rttpred:4103.959 rtttarget:5.000
node:2 w:0.000 rate:3.447 new_rtt4.176 c:1.082 rttpred:4090.782 rtttarget:5.000
node:2 w:0.000 rate:3.731 new_rtt4.245 c:1.075 rttpred:4287.854 rtttarget:5.000
node:2 w:0.000 rate:4.013 new_rtt4.321 c:1.068 rttpred:4407.946 rtttarget:5.000
node:2 w:0.000 rate:4.286 new_rtt4.272 c:1.073 rttpred:4201.484 rtttarget:5.000
node:2 w:0.000 rate:4.598 new_rtt4.240 c:1.076 rttpred:4188.424 rtttarget:5.000
node:2 w:0.000 rate:4.947 new_rtt4.492 c:1.051 rttpred:4840.157 rtttarget:5.000
node:2 w:0.000 rate:5.198 new_rtt4.831 c:1.017 rttpred:5296.607 rtttarget:5.000
node:2 w:0.000 rate:5.286 new_rtt5.080 c:0.992 rttpred:5215.845 rtttarget:5.000
node:2 w:0.000 rate:5.244 new_rtt6.332 c:0.867 rttpred:7441.235 rtttarget:5.000
node:2 w:0.000 rate:4.546 new_rtt6.864 c:0.814 rttpred:5189.250 rtttarget:5.000
node:2 w:0.000 rate:3.698 new_rtt6.992 c:0.801 rttpred:5108.679 rtttarget:5.000
node:2 w:0.000 rate:2.962 new_rtt4.996 c:1.000 rttpred:4124.605 rtttarget:5.000
node:2 w:0.000 rate:2.963 new_rtt4.230 c:1.077 rttpred:3895.970 rtttarget:5.000
node:2 w:0.000 rate:3.191 new_rtt4.176 c:1.082 rttpred:3977.059 rtttarget:5.000
