node:314 rate:1.000 new_rtt8.164 c:0.837 rttpred:8001.880 rtttarget:7347.600 rttmin8164.000 e:0.816 eold:0.000 eavg:0.000 tim:1
node:314 rate:1.000 new_rtt12.264 c:0.755 rttpred:12131.202 rtttarget:11037.600 rttmin12264.000 e:1.226 eold:0.000 eavg:0.000 tim:1
node:314 rate:1.000 new_rtt12.264 c:0.877 rttpred:12131.202 rtttarget:11037.600 rttmin12264.000 e:1.226 eold:1.226 eavg:0.000 tim:2
node:314 rate:1.000 new_rtt12.264 c:0.914 rttpred:12131.202 rtttarget:11037.600 rttmin12264.000 e:1.226 eold:1.226 eavg:3.679 tim:3
node:314 rate:1.000 new_rtt12.264 c:1.337 rttpred:12131.202 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:1.226 eavg:1.453 tim:4
node:314 rate:1.337 new_rtt12.264 c:1.092 rttpred:12131.202 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:-1.000 eavg:-0.774 tim:5
node:314 rate:1.000 new_rtt12.264 c:0.755 rttpred:12131.202 rtttarget:11037.600 rttmin12264.000 e:1.226 eold:0.000 eavg:0.000 tim:1
node:314 rate:1.461 new_rtt12.264 c:1.070 rttpred:12131.202 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:-1.000 eavg:-3.000 tim:6
node:314 rate:1.000 new_rtt12.264 c:0.877 rttpred:12131.202 rtttarget:11037.600 rttmin12264.000 e:1.226 eold:1.226 eavg:0.000 tim:2
node:314 rate:1.563 new_rtt12.264 c:1.070 rttpred:12131.202 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:-1.000 eavg:-3.000 tim:7
node:314 rate:1.000 new_rtt12.264 c:0.914 rttpred:12131.202 rtttarget:11037.600 rttmin12264.000 e:1.226 eold:1.226 eavg:3.679 tim:3
node:314 rate:1.672 new_rtt12.264 c:1.070 rttpred:12131.202 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:-1.000 eavg:-3.000 tim:8
node:314 rate:1.000 new_rtt12.264 c:1.337 rttpred:12131.202 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:1.226 eavg:1.453 tim:4
node:314 rate:1.789 new_rtt12.264 c:1.070 rttpred:12131.202 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:-1.000 eavg:-3.000 tim:9
node:314 rate:1.914 new_rtt12.289 c:1.065 rttpred:12189.040 rtttarget:13264.000 rttmin12264.000 e:-0.975 eold:-1.000 eavg:-2.975 tim:10
node:314 rate:1.337 new_rtt12.272 c:1.091 rttpred:12149.700 rtttarget:13264.000 rttmin12264.000 e:-0.992 eold:-1.000 eavg:-0.766 tim:5
node:314 rate:2.039 new_rtt12.264 c:1.073 rttpred:12092.440 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:-0.975 eavg:-2.975 tim:11
node:314 rate:1.459 new_rtt12.264 c:1.071 rttpred:12118.815 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:-0.992 eavg:-2.992 tim:6
node:314 rate:2.188 new_rtt12.296 c:1.064 rttpred:12205.255 rtttarget:13264.000 rttmin12264.000 e:-0.968 eold:-1.000 eavg:-2.943 tim:12
