node:96 rate:1.000 new_rtt12.132 c:0.757 rttpred:11827.345 rtttarget:10918.800 rttmin12132.000 e:1.213 eold:0.000 eavg:0.000 tim:1
node:96 rate:1.000 new_rtt12.264 c:0.755 rttpred:12131.202 rtttarget:11037.600 rttmin12264.000 e:1.226 eold:0.000 eavg:0.000 tim:1
node:96 rate:1.000 new_rtt12.264 c:0.877 rttpred:12131.202 rtttarget:11037.600 rttmin12264.000 e:1.226 eold:1.226 eavg:0.000 tim:2
node:96 rate:1.000 new_rtt12.264 c:0.914 rttpred:12131.202 rtttarget:11037.600 rttmin12264.000 e:1.226 eold:1.226 eavg:3.679 tim:3
node:96 rate:1.000 new_rtt12.278 c:1.335 rttpred:12163.580 rtttarget:13264.000 rttmin12264.000 e:-0.986 eold:1.226 eavg:1.467 tim:4
node:96 rate:1.335 new_rtt12.310 c:1.085 rttpred:12215.922 rtttarget:13264.000 rttmin12264.000 e:-0.954 eold:-0.986 eavg:-0.714 tim:5
node:96 rate:1.448 new_rtt12.274 c:1.073 rttpred:12083.004 rtttarget:13264.000 rttmin12264.000 e:-0.990 eold:-0.954 eavg:-2.930 tim:6
node:96 rate:1.554 new_rtt12.264 c:1.072 rttpred:12116.646 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:-0.990 eavg:-2.944 tim:7
node:96 rate:1.000 new_rtt12.264 c:0.755 rttpred:12131.202 rtttarget:11037.600 rttmin12264.000 e:1.226 eold:0.000 eavg:0.000 tim:1
node:96 rate:1.665 new_rtt12.360 c:1.052 rttpred:12356.343 rtttarget:13264.000 rttmin12264.000 e:-0.904 eold:-1.000 eavg:-2.894 tim:8
node:96 rate:1.000 new_rtt12.264 c:0.877 rttpred:12131.202 rtttarget:11037.600 rttmin12264.000 e:1.226 eold:1.226 eavg:0.000 tim:2
node:96 rate:1.752 new_rtt12.264 c:1.081 rttpred:11984.148 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:-0.904 eavg:-2.904 tim:9
node:96 rate:1.000 new_rtt12.264 c:0.914 rttpred:12131.202 rtttarget:11037.600 rttmin12264.000 e:1.226 eold:1.226 eavg:3.679 tim:3
node:96 rate:1.893 new_rtt12.264 c:1.071 rttpred:12133.568 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:-1.000 eavg:-2.904 tim:10
node:96 rate:2.027 new_rtt12.264 c:1.070 rttpred:12136.905 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:-1.000 eavg:-3.000 tim:11
node:96 rate:1.000 new_rtt12.264 c:1.337 rttpred:12131.202 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:1.226 eavg:1.453 tim:4
node:96 rate:2.169 new_rtt12.264 c:1.070 rttpred:12135.778 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:-1.000 eavg:-3.000 tim:12
node:96 rate:1.337 new_rtt12.264 c:1.092 rttpred:12131.202 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:-1.000 eavg:-0.774 tim:5
node:96 rate:2.321 new_rtt12.352 c:1.053 rttpred:12339.064 rtttarget:13264.000 rttmin12264.000 e:-0.912 eold:-1.000 eavg:-2.912 tim:13
node:96 rate:1.461 new_rtt12.354 c:1.053 rttpred:12339.845 rtttarget:13264.000 rttmin12264.000 e:-0.910 eold:-1.000 eavg:-2.910 tim:6
node:96 rate:2.445 new_rtt12.264 c:1.080 rttpred:11997.233 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:-0.912 eavg:-2.912 tim:14
node:96 rate:1.538 new_rtt12.264 c:1.080 rttpred:11990.943 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:-0.910 eavg:-2.910 tim:7
node:96 rate:1.000 new_rtt15.792 c:0.684 rttpred:14968.913 rtttarget:14212.800 rttmin15792.000 e:1.579 eold:0.000 eavg:0.000 tim:1
node:96 rate:2.639 new_rtt12.264 c:1.071 rttpred:12133.931 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:-1.000 eavg:-2.912 tim:15
node:96 rate:1.661 new_rtt12.264 c:1.071 rttpred:12131.633 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:-1.000 eavg:-2.910 tim:8
node:96 rate:1.000 new_rtt14.868 c:0.861 rttpred:13627.803 rtttarget:13381.200 rttmin14868.000 e:1.487 eold:1.579 eavg:0.000 tim:2
node:96 rate:2.826 new_rtt12.343 c:1.055 rttpred:12320.236 rtttarget:13264.000 rttmin12264.000 e:-0.921 eold:-1.000 eavg:-2.921 tim:16
node:96 rate:1.778 new_rtt12.264 c:1.070 rttpred:12135.119 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:-1.000 eavg:-3.000 tim:9
node:96 rate:1.000 new_rtt14.784 c:0.898 rttpred:14619.392 rtttarget:13305.600 rttmin14784.000 e:1.478 eold:1.487 eavg:4.544 tim:3
node:96 rate:2.982 new_rtt12.356 c:1.061 rttpred:12225.618 rtttarget:13264.000 rttmin12264.000 e:-0.908 eold:-0.921 eavg:-2.829 tim:17
node:96 rate:1.903 new_rtt12.264 c:1.070 rttpred:12134.342 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:-1.000 eavg:-3.000 tim:10
node:96 rate:3.164 new_rtt12.264 c:1.081 rttpred:11993.545 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:-0.908 eavg:-2.829 tim:18
node:96 rate:1.000 new_rtt14.868 c:1.352 rttpred:14957.320 rtttarget:15784.000 rttmin14784.000 e:-0.916 eold:1.478 eavg:2.049 tim:4
node:96 rate:2.036 new_rtt12.264 c:1.070 rttpred:12133.718 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:-1.000 eavg:-3.000 tim:11
node:96 rate:3.420 new_rtt12.279 c:1.068 rttpred:12172.365 rtttarget:13264.000 rttmin12264.000 e:-0.985 eold:-1.000 eavg:-2.893 tim:19
node:96 rate:1.352 new_rtt15.507 c:0.967 rttpred:16382.625 rtttarget:15784.000 rttmin14784.000 e:-0.277 eold:-0.916 eavg:0.285 tim:5
node:96 rate:2.179 new_rtt12.268 c:1.069 rttpred:12142.471 rtttarget:13264.000 rttmin12264.000 e:-0.996 eold:-1.000 eavg:-2.996 tim:12
node:96 rate:3.653 new_rtt12.264 c:1.072 rttpred:12117.040 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:-0.985 eavg:-2.985 tim:20
node:96 rate:1.306 new_rtt13.089 c:1.150 rttpred:9989.479 rtttarget:14089.000 rttmin13089.000 e:-1.000 eold:-0.277 eavg:-2.193 tim:6
node:96 rate:2.329 new_rtt12.264 c:1.070 rttpred:12126.630 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:-0.996 eavg:-2.996 tim:13
node:96 rate:3.915 new_rtt12.268 c:1.069 rttpred:12147.713 rtttarget:13264.000 rttmin12264.000 e:-0.996 eold:-1.000 eavg:-2.981 tim:21
node:96 rate:4.187 new_rtt12.264 c:1.070 rttpred:12131.459 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:-0.996 eavg:-2.996 tim:22
node:96 rate:2.494 new_rtt12.264 c:1.070 rttpred:12132.513 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:-1.000 eavg:-2.996 tim:14
node:96 rate:1.503 new_rtt12.328 c:1.077 rttpred:11293.708 rtttarget:13328.000 rttmin12328.000 e:-1.000 eold:-1.000 eavg:-2.277 tim:7
node:96 rate:2.668 new_rtt12.275 c:1.068 rttpred:12157.857 rtttarget:13264.000 rttmin12264.000 e:-0.989 eold:-1.000 eavg:-2.989 tim:15
node:96 rate:4.482 new_rtt12.264 c:1.070 rttpred:12136.376 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:-1.000 eavg:-2.996 tim:23
node:96 rate:1.000 new_rtt12.330 c:0.742 rttpred:12284.092 rtttarget:11037.600 rttmin12264.000 e:1.292 eold:0.000 eavg:0.000 tim:1
node:96 rate:1.619 new_rtt12.330 c:1.070 rttpred:12129.915 rtttarget:13328.000 rttmin12328.000 e:-0.998 eold:-1.000 eavg:-2.998 tim:8
node:96 rate:2.849 new_rtt12.264 c:1.071 rttpred:12115.142 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:-0.989 eavg:-2.989 tim:16
node:96 rate:4.795 new_rtt12.283 c:1.066 rttpred:12179.512 rtttarget:13264.000 rttmin12264.000 e:-0.981 eold:-1.000 eavg:-2.981 tim:24
