node:254 rate:10.000 new_rtt12.286 c:-0.869 rttpred:12172.818 rtttarget:11043.900 rttmin12271.000 e:1.242 eold:0.000 eavg:0.000 tim:1
node:254 rate:10.000 new_rtt12.359 c:-0.919 rttpred:12338.114 rtttarget:11046.600 rttmin12274.000 e:1.312 eold:0.000 eavg:0.000 tim:1
node:254 rate:9.565 new_rtt12.264 c:-0.486 rttpred:12098.723 rtttarget:11037.600 rttmin12264.000 e:1.226 eold:1.242 eavg:0.000 tim:2
node:254 rate:9.541 new_rtt12.323 c:-0.500 rttpred:12121.560 rtttarget:11046.600 rttmin12274.000 e:1.276 eold:1.312 eavg:0.000 tim:2
node:254 rate:9.322 new_rtt12.299 c:-0.515 rttpred:12213.753 rtttarget:11037.600 rttmin12264.000 e:1.261 eold:1.226 eavg:0.000 tim:3
node:254 rate:9.291 new_rtt12.264 c:-0.476 rttpred:12043.334 rtttarget:11037.600 rttmin12264.000 e:1.226 eold:1.276 eavg:0.000 tim:3
node:254 rate:9.065 new_rtt12.271 c:-0.485 rttpred:12095.303 rtttarget:11037.600 rttmin12264.000 e:1.233 eold:1.261 eavg:0.000 tim:4
node:254 rate:9.053 new_rtt12.320 c:-0.530 rttpred:12266.645 rtttarget:11037.600 rttmin12264.000 e:1.282 eold:1.226 eavg:0.000 tim:4
node:254 rate:8.822 new_rtt12.264 c:-0.488 rttpred:12122.331 rtttarget:11037.600 rttmin12264.000 e:1.226 eold:1.233 eavg:0.000 tim:5
node:254 rate:8.788 new_rtt12.287 c:-0.490 rttpred:12104.835 rtttarget:11037.600 rttmin12264.000 e:1.249 eold:1.282 eavg:0.000 tim:5
node:254 rate:8.578 new_rtt12.278 c:-0.500 rttpred:12166.544 rtttarget:11037.600 rttmin12264.000 e:1.240 eold:1.226 eavg:0.000 tim:6
node:254 rate:8.543 new_rtt12.264 c:-0.484 rttpred:12101.893 rtttarget:11037.600 rttmin12264.000 e:1.226 eold:1.249 eavg:0.000 tim:6
node:254 rate:8.328 new_rtt12.278 c:-0.496 rttpred:12144.566 rtttarget:11037.600 rttmin12264.000 e:1.240 eold:1.240 eavg:0.000 tim:7
node:254 rate:8.301 new_rtt12.266 c:-0.492 rttpred:12142.928 rtttarget:11037.600 rttmin12264.000 e:1.228 eold:1.226 eavg:0.000 tim:7
node:254 rate:10.000 new_rtt12.338 c:-0.910 rttpred:12302.667 rtttarget:11037.600 rttmin12264.000 e:1.300 eold:0.000 eavg:0.000 tim:1
node:254 rate:8.080 new_rtt12.317 c:-0.525 rttpred:12234.347 rtttarget:11037.600 rttmin12264.000 e:1.279 eold:1.240 eavg:0.142 tim:8
node:254 rate:8.055 new_rtt12.265 c:-0.492 rttpred:12137.055 rtttarget:11037.600 rttmin12264.000 e:1.227 eold:1.228 eavg:0.136 tim:8
node:254 rate:9.545 new_rtt12.264 c:-0.468 rttpred:12016.022 rtttarget:11037.600 rttmin12264.000 e:1.226 eold:1.300 eavg:0.000 tim:2
node:254 rate:7.817 new_rtt12.264 c:1.084 rttpred:12051.463 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:1.279 eavg:0.028 tim:9
node:254 rate:7.809 new_rtt12.264 c:1.068 rttpred:12134.983 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:1.227 eavg:0.023 tim:9
node:254 rate:9.311 new_rtt12.301 c:-0.516 rttpred:12216.781 rtttarget:11037.600 rttmin12264.000 e:1.263 eold:1.226 eavg:0.000 tim:3
node:254 rate:8.359 new_rtt12.264 c:0.401 rttpred:12133.884 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:-1.000 eavg:-0.066 tim:10
node:254 rate:8.343 new_rtt12.284 c:0.387 rttpred:12181.872 rtttarget:13264.000 rttmin12264.000 e:-0.980 eold:-1.000 eavg:-0.068 tim:10
node:254 rate:8.559 new_rtt12.282 c:0.389 rttpred:12177.144 rtttarget:13264.000 rttmin12264.000 e:-0.982 eold:-1.000 eavg:-0.142 tim:11
node:254 rate:8.537 new_rtt12.344 c:0.351 rttpred:12289.160 rtttarget:13264.000 rttmin12264.000 e:-0.920 eold:-0.980 eavg:-0.139 tim:11
node:254 rate:8.754 new_rtt12.334 c:0.358 rttpred:12268.932 rtttarget:13264.000 rttmin12264.000 e:-0.930 eold:-0.982 eavg:-0.203 tim:12
node:254 rate:8.712 new_rtt12.281 c:0.414 rttpred:12049.167 rtttarget:13264.000 rttmin12264.000 e:-0.983 eold:-0.920 eavg:-0.204 tim:12
