node:19 rate:10.000 new_rtt12.275 c:-0.863 rttpred:12150.021 rtttarget:11042.100 rttmin12269.000 e:1.233 eold:0.000 eavg:0.000 tim:1
node:19 rate:9.568 new_rtt12.264 c:-0.489 rttpred:12115.306 rtttarget:11037.600 rttmin12264.000 e:1.226 eold:1.233 eavg:0.000 tim:2
node:19 rate:9.324 new_rtt12.285 c:-0.505 rttpred:12180.907 rtttarget:11037.600 rttmin12264.000 e:1.247 eold:1.226 eavg:0.000 tim:3
node:19 rate:10.000 new_rtt12.264 c:-0.858 rttpred:12131.202 rtttarget:11037.600 rttmin12264.000 e:1.226 eold:0.000 eavg:0.000 tim:1
node:19 rate:9.571 new_rtt12.264 c:-0.491 rttpred:12131.202 rtttarget:11037.600 rttmin12264.000 e:1.226 eold:1.226 eavg:0.000 tim:2
node:19 rate:9.325 new_rtt12.264 c:-0.491 rttpred:12131.202 rtttarget:11037.600 rttmin12264.000 e:1.226 eold:1.226 eavg:0.000 tim:3
node:19 rate:9.080 new_rtt12.264 c:-0.491 rttpred:12131.202 rtttarget:11037.600 rttmin12264.000 e:1.226 eold:1.226 eavg:0.000 tim:4
node:19 rate:10.000 new_rtt8.220 c:-0.575 rttpred:8042.871 rtttarget:7398.000 rttmin8220.000 e:0.822 eold:0.000 eavg:0.000 tim:1
node:19 rate:8.835 new_rtt12.296 c:-0.513 rttpred:12205.252 rtttarget:11037.600 rttmin12264.000 e:1.258 eold:1.226 eavg:0.000 tim:5
node:19 rate:9.712 new_rtt8.259 c:-0.356 rttpred:8235.108 rtttarget:7398.000 rttmin8220.000 e:0.861 eold:0.822 eavg:0.000 tim:2
node:19 rate:8.578 new_rtt12.264 c:-0.481 rttpred:12081.559 rtttarget:11037.600 rttmin12264.000 e:1.226 eold:1.258 eavg:0.000 tim:6
node:19 rate:9.534 new_rtt8.220 c:-0.317 rttpred:8084.947 rtttarget:7398.000 rttmin8220.000 e:0.822 eold:0.861 eavg:0.000 tim:3
node:19 rate:8.338 new_rtt12.264 c:-0.491 rttpred:12131.358 rtttarget:11037.600 rttmin12264.000 e:1.226 eold:1.226 eavg:0.000 tim:7
node:19 rate:9.376 new_rtt8.220 c:-0.329 rttpred:8142.260 rtttarget:7398.000 rttmin8220.000 e:0.822 eold:0.822 eavg:0.000 tim:4
node:19 rate:9.211 new_rtt8.222 c:-0.330 rttpred:8146.292 rtttarget:7398.000 rttmin8220.000 e:0.824 eold:0.822 eavg:0.000 tim:5
node:19 rate:8.093 new_rtt12.274 c:-0.499 rttpred:12155.737 rtttarget:11037.600 rttmin12264.000 e:1.236 eold:1.226 eavg:0.137 tim:8
node:19 rate:10.000 new_rtt12.264 c:-0.858 rttpred:12129.879 rtttarget:11037.600 rttmin12264.000 e:1.226 eold:0.000 eavg:0.000 tim:1
node:19 rate:9.046 new_rtt8.220 c:-0.328 rttpred:8136.521 rtttarget:7398.000 rttmin8220.000 e:0.822 eold:0.824 eavg:0.000 tim:6
node:19 rate:7.843 new_rtt12.264 c:1.071 rttpred:12116.847 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:1.236 eavg:0.024 tim:9
node:19 rate:9.571 new_rtt12.264 c:-0.491 rttpred:12131.426 rtttarget:11037.600 rttmin12264.000 e:1.226 eold:1.226 eavg:0.000 tim:2
node:19 rate:8.882 new_rtt8.220 c:-0.329 rttpred:8137.928 rtttarget:7398.000 rttmin8220.000 e:0.822 eold:0.822 eavg:0.000 tim:7
node:19 rate:8.718 new_rtt8.249 c:-0.350 rttpred:8203.934 rtttarget:7398.000 rttmin8220.000 e:0.851 eold:0.822 eavg:0.095 tim:8
node:19 rate:8.379 new_rtt12.302 c:0.374 rttpred:12220.063 rtttarget:13264.000 rttmin12264.000 e:-0.962 eold:-1.000 eavg:-0.066 tim:10
