node:310 rate:10.000 new_rtt12.391 c:-0.911 rttpred:12349.760 rtttarget:11088.900 rttmin12321.000 e:1.302 eold:0.000 eavg:0.000 tim:1
node:310 rate:9.544 new_rtt12.264 c:-0.468 rttpred:11947.682 rtttarget:11037.600 rttmin12264.000 e:1.226 eold:1.302 eavg:0.000 tim:2
node:310 rate:9.310 new_rtt12.284 c:-0.505 rttpred:12189.587 rtttarget:11037.600 rttmin12264.000 e:1.246 eold:1.226 eavg:0.000 tim:3
node:310 rate:9.058 new_rtt12.278 c:-0.494 rttpred:12147.900 rtttarget:11037.600 rttmin12264.000 e:1.240 eold:1.246 eavg:0.000 tim:4
node:310 rate:8.811 new_rtt12.314 c:-0.521 rttpred:12237.731 rtttarget:11037.600 rttmin12264.000 e:1.276 eold:1.240 eavg:0.000 tim:5
node:310 rate:8.550 new_rtt12.264 c:-0.476 rttpred:12064.695 rtttarget:11037.600 rttmin12264.000 e:1.226 eold:1.276 eavg:0.000 tim:6
node:310 rate:8.312 new_rtt12.264 c:-0.491 rttpred:12140.417 rtttarget:11037.600 rttmin12264.000 e:1.226 eold:1.226 eavg:0.000 tim:7
node:310 rate:8.067 new_rtt12.264 c:-0.492 rttpred:12140.606 rtttarget:11037.600 rttmin12264.000 e:1.226 eold:1.226 eavg:0.136 tim:8
node:310 rate:10.000 new_rtt4.190 c:-0.302 rttpred:4163.187 rtttarget:3758.400 rttmin4176.000 e:0.432 eold:0.000 eavg:0.000 tim:1
node:310 rate:7.821 new_rtt12.264 c:1.068 rttpred:12138.764 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:1.226 eavg:0.023 tim:9
node:310 rate:9.849 new_rtt4.176 c:-0.163 rttpred:4109.047 rtttarget:3758.400 rttmin4176.000 e:0.418 eold:0.432 eavg:0.000 tim:2
node:310 rate:9.768 new_rtt4.176 c:-0.167 rttpred:4130.849 rtttarget:3758.400 rttmin4176.000 e:0.418 eold:0.418 eavg:0.000 tim:3
node:310 rate:9.684 new_rtt4.176 c:-0.167 rttpred:4131.394 rtttarget:3758.400 rttmin4176.000 e:0.418 eold:0.418 eavg:0.000 tim:4
node:310 rate:8.355 new_rtt12.264 c:0.401 rttpred:12137.277 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:-1.000 eavg:-0.070 tim:10
node:310 rate:9.600 new_rtt4.176 c:-0.167 rttpred:4131.272 rtttarget:3758.400 rttmin4176.000 e:0.418 eold:0.418 eavg:0.000 tim:5
node:310 rate:9.517 new_rtt4.234 c:-0.208 rttpred:4266.006 rtttarget:3758.400 rttmin4176.000 e:0.476 eold:0.418 eavg:0.000 tim:6
node:310 rate:9.413 new_rtt4.198 c:-0.165 rttpred:4090.637 rtttarget:3758.400 rttmin4176.000 e:0.440 eold:0.476 eavg:0.000 tim:7
node:310 rate:8.555 new_rtt12.264 c:0.401 rttpred:12136.078 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:-1.000 eavg:-0.148 tim:11
node:310 rate:8.756 new_rtt12.264 c:0.402 rttpred:12135.113 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:-1.000 eavg:-0.213 tim:12
node:310 rate:8.957 new_rtt12.269 c:0.399 rttpred:12145.907 rtttarget:13264.000 rttmin12264.000 e:-0.995 eold:-1.000 eavg:-0.269 tim:13
node:310 rate:9.157 new_rtt12.281 c:0.393 rttpred:12165.320 rtttarget:13264.000 rttmin12264.000 e:-0.983 eold:-0.995 eavg:-0.317 tim:14
node:310 rate:10.000 new_rtt98.362 c:-58.388 rttpred:113599.037 rtttarget:14949.900 rttmin16611.000 e:83.412 eold:0.000 eavg:0.000 tim:1
node:310 rate:9.353 new_rtt12.273 c:0.402 rttpred:12127.736 rtttarget:13264.000 rttmin12264.000 e:-0.991 eold:-0.983 eavg:-0.359 tim:15
node:310 rate:9.554 new_rtt12.264 c:0.407 rttpred:12119.215 rtttarget:13264.000 rttmin12264.000 e:-1.000 eold:-0.991 eavg:-0.397 tim:16
node:310 rate:10.000 new_rtt12.333 c:-0.870 rttpred:12212.687 rtttarget:11090.700 rttmin12323.000 e:1.242 eold:0.000 eavg:0.000 tim:1
node:310 rate:9.565 new_rtt12.330 c:-0.495 rttpred:12190.253 rtttarget:11090.700 rttmin12323.000 e:1.239 eold:1.242 eavg:0.000 tim:2
node:310 rate:10.000 new_rtt12.370 c:-0.933 rttpred:12377.058 rtttarget:11037.600 rttmin12264.000 e:1.332 eold:0.000 eavg:0.000 tim:1
node:310 rate:9.534 new_rtt12.273 c:-0.465 rttpred:11986.482 rtttarget:11037.600 rttmin12264.000 e:1.235 eold:1.332 eavg:0.000 tim:2
node:310 rate:9.301 new_rtt12.264 c:-0.488 rttpred:12117.968 rtttarget:11037.600 rttmin12264.000 e:1.226 eold:1.235 eavg:0.000 tim:3
node:310 rate:10.000 new_rtt12.338 c:-0.895 rttpred:12270.710 rtttarget:11059.200 rttmin12288.000 e:1.279 eold:0.000 eavg:0.000 tim:1
node:310 rate:9.552 new_rtt12.269 c:-0.475 rttpred:12033.497 rtttarget:11042.100 rttmin12269.000 e:1.227 eold:1.279 eavg:0.000 tim:2
node:310 rate:9.315 new_rtt12.328 c:-0.532 rttpred:12276.733 rtttarget:11042.100 rttmin12269.000 e:1.286 eold:1.227 eavg:0.000 tim:3
node:310 rate:9.049 new_rtt12.325 c:-0.512 rttpred:12180.457 rtttarget:11042.100 rttmin12269.000 e:1.283 eold:1.286 eavg:0.000 tim:4
node:310 rate:8.793 new_rtt12.270 c:-0.475 rttpred:12057.557 rtttarget:11042.100 rttmin12269.000 e:1.228 eold:1.283 eavg:0.000 tim:5
node:310 rate:8.555 new_rtt12.289 c:-0.504 rttpred:12187.533 rtttarget:11042.100 rttmin12269.000 e:1.247 eold:1.228 eavg:0.000 tim:6
node:310 rate:10.000 new_rtt12.318 c:-0.887 rttpred:12236.307 rtttarget:11051.100 rttmin12279.000 e:1.267 eold:0.000 eavg:0.000 tim:1
node:310 rate:8.303 new_rtt12.264 c:-0.484 rttpred:12101.360 rtttarget:11037.600 rttmin12264.000 e:1.226 eold:1.247 eavg:0.000 tim:7
node:310 rate:10.000 new_rtt12.264 c:-0.858 rttpred:12107.419 rtttarget:11037.600 rttmin12264.000 e:1.226 eold:0.000 eavg:0.000 tim:1
node:310 rate:9.571 new_rtt12.264 c:-0.491 rttpred:12135.189 rtttarget:11037.600 rttmin12264.000 e:1.226 eold:1.226 eavg:0.000 tim:2
node:310 rate:1.000 new_rtt500.084 c:-314.570 rttpred:205895.428 rtttarget:14949.900 rttmin16611.000 e:485.134 eold:83.412 eavg:0.000 tim:2
node:310 rate:10.000 new_rtt8.391 c:-0.671 rttpred:8477.925 rtttarget:7432.200 rttmin8258.000 e:0.959 eold:0.000 eavg:0.000 tim:1
node:310 rate:9.664 new_rtt8.306 c:-0.324 rttpred:8069.460 rtttarget:7432.200 rttmin8258.000 e:0.874 eold:0.959 eavg:0.000 tim:2
node:310 rate:9.502 new_rtt8.253 c:-0.316 rttpred:8085.149 rtttarget:7427.700 rttmin8253.000 e:0.825 eold:0.874 eavg:0.000 tim:3
node:310 rate:9.345 new_rtt8.263 c:-0.337 rttpred:8193.592 rtttarget:7427.700 rttmin8253.000 e:0.835 eold:0.825 eavg:0.000 tim:4
node:310 rate:9.176 new_rtt8.253 c:-0.327 rttpred:8155.883 rtttarget:7427.700 rttmin8253.000 e:0.825 eold:0.835 eavg:0.000 tim:5
node:310 rate:9.013 new_rtt8.230 c:-0.329 rttpred:8116.625 rtttarget:7407.000 rttmin8230.000 e:0.823 eold:0.825 eavg:0.000 tim:6
node:310 rate:8.848 new_rtt8.220 c:-0.328 rttpred:8127.871 rtttarget:7398.000 rttmin8220.000 e:0.822 eold:0.823 eavg:0.000 tim:7
node:310 rate:8.684 new_rtt8.321 c:-0.401 rttpred:8377.505 rtttarget:7398.000 rttmin8220.000 e:0.923 eold:0.822 eavg:0.103 tim:8
node:310 rate:8.484 new_rtt8.226 c:0.973 rttpred:7997.222 rtttarget:9220.000 rttmin8220.000 e:-0.994 eold:0.923 eavg:-0.007 tim:9
node:310 rate:8.970 new_rtt8.220 c:0.403 rttpred:8129.705 rtttarget:9220.000 rttmin8220.000 e:-1.000 eold:-0.994 eavg:-0.097 tim:10
node:310 rate:9.172 new_rtt8.323 c:0.330 rttpred:8381.316 rtttarget:9220.000 rttmin8220.000 e:-0.897 eold:-1.000 eavg:-0.164 tim:11
node:310 rate:9.336 new_rtt8.236 c:0.422 rttpred:8016.086 rtttarget:9220.000 rttmin8220.000 e:-0.984 eold:-0.897 eavg:-0.227 tim:12
node:310 rate:9.547 new_rtt8.221 c:0.407 rttpred:8116.197 rtttarget:9220.000 rttmin8220.000 e:-0.999 eold:-0.984 eavg:-0.282 tim:13
node:310 rate:10.000 new_rtt12.264 c:-0.858 rttpred:12131.202 rtttarget:11037.600 rttmin12264.000 e:1.226 eold:0.000 eavg:0.000 tim:1
node:310 rate:9.571 new_rtt12.292 c:-0.510 rttpred:12195.987 rtttarget:11037.600 rttmin12264.000 e:1.254 eold:1.226 eavg:0.000 tim:2
