0.000 300	1.003 103.072 184.545
0.050 325	1.003 94.216 175.350
0.100 351	1.003 104.406 187.437
0.150 402	1.005 101.058 185.877
0.200 451	1.005 108.345 177.855
0.250 501	1.005 102.591 186.101
0.300 551	1.004 100.693 188.256
0.350 602	1.008 99.869 170.347
0.400 651	1.008 103.981 180.240
0.450 705	1.006 104.657 190.844
0.500 856	1.008 95.030 175.976
0.550 1010	1.012 103.454 174.742
0.600 1716	1.091 106.036 187.925
0.650 6806	1.310 102.086 184.783
0.700 35895	2.713 85.396 146.078
0.750 46309	3.084 84.384 136.399
0.800 68922	3.257 72.488 130.877
0.850 125345	3.479 64.531 114.810
0.900 341071	3.565 46.156 77.069
0.950 9998299	3.100 19.019 37.684
##设置目标RTT为最小RTT*1.25
