0.000 102	1.000 1.159 2.364	1.007 1.692 2.200
0.010 201	1.000 1.213 4.484	1.009 1.651 2.133
0.020 234	1.000 1.174 1.678	1.010 1.631 2.269
0.030 269	1.000 1.184 2.288	1.012 1.758 2.391
0.040 300	1.000 1.134 2.094	1.010 1.647 2.251
0.050 305	1.000 1.193 2.049	1.010 1.650 2.151
0.060 310	1.000 1.144 1.504	1.010 1.680 2.121
0.070 315	1.000 1.131 1.775	1.012 1.646 2.537
0.080 321	1.000 1.139 2.571	1.011 1.715 2.282
0.090 325	1.000 1.163 1.677	1.012 1.747 2.245
0.100 331	1.000 1.151 2.065	1.011 1.679 2.256
0.110 336	1.000 1.150 3.743	1.011 1.699 2.168
0.120 340	1.000 1.160 1.545	1.011 1.655 2.284
0.130 345	1.000 1.154 2.700	1.011 1.666 2.236
0.140 351	1.000 1.142 1.938	1.011 1.725 2.338
0.150 361	1.000 1.143 2.545	1.012 1.723 2.349
0.160 372	1.000 1.165 1.930	1.014 1.708 2.336
0.170 381	1.000 1.142 1.790	1.011 1.649 2.257
0.180 392	1.000 1.172 1.772	1.014 1.743 2.549
0.190 402	1.000 1.182 2.051	1.013 1.715 2.449
0.200 412	1.000 1.165 6.253	1.012 1.618 2.257
0.210 422	1.000 1.183 2.857	1.011 1.719 2.416
0.220 432	1.000 1.156 1.771	1.013 1.754 2.343
0.230 442	1.000 1.240 1.939	1.012 1.772 2.246
0.240 451	1.000 1.199 2.363	1.014 1.707 2.228
0.250 461	1.000 1.209 6.765	1.013 1.737 2.317
0.260 471	1.000 1.195 2.137	1.015 1.715 2.305
0.270 481	1.000 1.208 3.256	1.015 1.740 2.356
0.280 491	1.000 1.173 4.745	1.015 1.727 2.372
0.290 501	1.000 1.195 1.721	1.012 1.692 2.227
0.300 511	1.000 1.154 1.499	1.015 1.705 2.275
0.310 521	1.000 1.147 1.685	1.012 1.662 2.267
0.320 531	1.000 1.159 2.028	1.012 1.756 2.500
0.330 541	1.000 1.174 3.336	1.015 1.694 2.353
0.340 551	1.000 1.154 1.707	1.014 1.711 2.267
0.350 561	1.000 1.174 1.592	1.014 1.688 2.165
0.360 572	1.000 1.130 1.787	1.014 1.653 2.223
0.370 582	1.000 1.193 1.521	1.016 1.713 2.194
0.380 593	1.000 1.144 1.615	1.014 1.625 2.367
0.390 602	1.000 1.154 1.623	1.016 1.764 2.388
0.400 612	1.000 1.207 2.183	1.014 1.733 2.205
0.410 622	1.000 1.159 1.508	1.015 1.665 2.325
0.420 632	1.000 1.183 3.434	1.015 1.658 2.311
0.430 641	1.000 1.144 2.573	1.014 1.686 2.243
0.440 651	1.000 1.167 4.683	1.016 1.725 2.409
0.450 661	1.000 1.189 2.271	1.015 1.738 2.368
0.460 671	1.000 1.160 2.175	1.016 1.743 2.639
0.470 681	1.000 1.176 1.674	1.015 1.599 2.070
0.480 691	1.000 1.162 2.461	1.017 1.682 2.364
0.490 705	1.000 1.202 5.280	1.018 1.657 2.191
0.500 737	1.000 1.115 1.442	1.015 1.714 2.190
0.510 765	1.001 1.163 1.670	1.015 1.667 2.260
0.520 795	1.000 1.191 4.532	1.017 1.689 2.253
0.530 827	1.002 1.216 4.225	1.018 1.699 2.392
0.540 856	1.002 1.171 2.345	1.019 1.704 2.161
0.550 886	1.001 1.197 3.375	1.018 1.703 2.219
0.560 915	1.003 1.186 1.858	1.018 1.680 2.280
0.570 943	1.003 1.177 1.463	1.018 1.686 2.171
0.580 972	1.004 1.225 3.874	1.018 1.640 2.287
0.590 1010	1.005 1.680 2.953	1.024 1.706 2.288
0.600 1158	1.676 2.946 3.740	1.093 1.772 2.300
0.610 1299	1.676 2.531 6.571	1.096 1.795 2.301
0.620 1447	1.679 2.928 3.291	1.092 1.713 2.376
0.630 1580	1.680 2.926 4.685	1.097 1.756 2.336
0.640 1716	1.681 2.924 4.635	1.099 1.753 2.431
0.650 1861	1.682 2.928 3.782	1.101 1.764 2.454
0.660 2053	1.684 2.932 4.827	1.105 1.820 2.463
0.670 3644	2.978 4.043 6.657	1.212 1.881 2.538
0.680 5175	3.658 6.572 8.262	1.332 2.118 2.839
0.690 6806	4.667 6.745 9.759	1.434 2.213 2.978
0.700 17471	5.677 8.979 14.492	1.887 2.664 3.484
0.710 28599	6.228 11.143 15.429	2.031 3.017 3.680
0.720 31857	6.546 10.707 15.250	2.070 3.010 3.713
0.730 33890	6.590 11.374 16.732	2.089 3.129 4.127
0.740 35895	6.630 11.473 16.776	2.074 3.108 3.750
0.750 37934	6.709 11.440 18.064	2.097 3.124 3.896
0.760 40048	6.717 11.744 19.349	2.117 3.235 3.918
0.770 42209	6.794 11.140 18.603	2.106 3.188 3.920
0.780 44235	6.808 12.371 19.720	2.120 3.249 3.983
0.790 46309	6.805 11.785 21.097	2.112 3.313 4.167
0.800 48346	6.844 12.029 22.817	2.134 3.343 4.105
0.810 51044	6.871 12.016 22.757	2.153 3.383 4.060
0.820 57070	6.852 11.397 22.994	2.157 3.370 4.132
0.830 63027	6.869 11.595 21.822	2.163 3.482 4.513
0.840 68922	6.948 11.841 22.789	2.172 3.466 4.539
