[85656, 100.0, 1.0]
[1711812, 1.0, 1.0]
[417407, 1.0, 1.1]
[79057, 1.1, 1.2]
[13068, 1.2, 1.3]
[4176, 1.3, 1.4]
[4176, 1.4, 1.5]
[4176, 1.5, 2.0]
[4201, 2.0, 2.5]
[4176, 2.5, 3.0]
[4176, 3.0, 3.5]
[4370, 3.5, 4.0]
[4272, 4.0, 4.5]
[4255, 4.5, 5.0]
[4285, 5.0, 5.5]
[4261, 5.5, 6.0]
[4294, 6.0, 6.5]
[5218, 6.5, 7.0]
[6535, 7.0, 7.5]
[8875, 7.5, 8.0]
[12803, 8.0, 8.5]
[20088, 8.5, 9.0]
[33423, 9.0, 9.5]
[58287, 9.5, 1.0]
[103605, 1.0, 1.0]
[94426, 1.0, 1.1]
[13222, 1.1, 1.2]
[4176, 1.2, 1.3]
[4179, 1.3, 1.4]
[4199, 1.4, 1.5]
[4176, 1.5, 2.0]
[4176, 2.0, 2.5]
[4176, 2.5, 3.0]
[4338, 3.0, 3.5]
[4176, 3.5, 4.0]
[4291, 4.0, 4.5]
[4257, 4.5, 5.0]
[4257, 5.0, 5.5]
[4474, 5.5, 6.0]
[4465, 6.0, 6.5]
[4555, 6.5, 7.0]
[5575, 7.0, 7.5]
[6601, 7.5, 8.0]
[9085, 8.0, 8.5]
[13030, 8.5, 9.0]
[20548, 9.0, 9.5]
[33260, 9.5, 10.0]
[57690, 10.0, 1.0]
[103530, 1.0, 1.0]
[44875, 1.0, 1.1]
[4273, 1.1, 1.2]
[4257, 1.2, 1.3]
[4257, 1.3, 1.4]
[4257, 1.4, 1.5]
[4257, 1.5, 2.0]
[4316, 2.0, 2.5]
[4257, 2.5, 3.0]
[4257, 3.0, 3.5]
[4257, 3.5, 4.0]
[4257, 4.0, 4.5]
[4550, 4.5, 5.0]
[4628, 5.0, 5.5]
[4694, 5.5, 6.0]
[5358, 6.0, 6.5]
[6534, 6.5, 7.0]
[9072, 7.0, 7.5]
[13368, 7.5, 8.0]
[20520, 8.0, 8.5]
[33776, 8.5, 9.0]
[59081, 9.0, 1.0]
[105911, 1.0, 1.0]
[45744, 1.0, 1.1]
[5142, 1.1, 1.2]
[4176, 1.2, 1.3]
[4176, 1.3, 1.4]
[4176, 1.4, 1.5]
[4176, 1.5, 2.0]
[4176, 2.0, 2.5]
[4243, 2.5, 3.0]
[4176, 3.0, 3.5]
[4194, 3.5, 4.0]
[4192, 4.0, 4.5]
[4377, 4.5, 5.0]
[4176, 5.0, 5.5]
[4314, 5.5, 6.0]
[4724, 6.0, 6.5]
[4640, 6.5, 7.0]
[5828, 7.0, 7.5]
[7778, 7.5, 8.0]
[10648, 8.0, 8.5]
[16011, 8.5, 9.0]
[25926, 9.0, 9.5]
[43510, 9.5, 10.0]
[77565, 10.0, 1.0]
[104497, 1.0, 1.0]
[22994, 1.0, 1.1]
[4176, 1.1, 1.2]
[4176, 1.2, 1.3]
[4176, 1.3, 1.4]
[4176, 1.4, 1.5]
[4176, 1.5, 2.0]
[4176, 2.0, 2.5]
[4245, 2.5, 3.0]
[4176, 3.0, 3.5]
[4189, 3.5, 4.0]
[4193, 4.0, 4.5]
[4258, 4.5, 5.0]
[4258, 5.0, 5.5]
[4485, 5.5, 6.0]
[4668, 6.0, 6.5]
[5676, 6.5, 7.0]
[7329, 7.0, 7.5]
[10311, 7.5, 8.0]
[15599, 8.0, 8.5]
[24554, 8.5, 9.0]
[40973, 9.0, 9.5]
[72529, 9.5, 1.0]
[112779, 1.0, 1.0]
[30389, 1.0, 1.1]
[4176, 1.1, 1.2]
[4249, 1.2, 1.3]
[4176, 1.3, 1.4]
[4176, 1.4, 1.5]
[4258, 1.5, 2.0]
[4235, 2.0, 2.5]
[4176, 2.5, 3.0]
[4258, 3.0, 3.5]
[4176, 3.5, 4.0]
[4288, 4.0, 4.5]
[4304, 4.5, 5.0]
[4538, 5.0, 5.5]
[4679, 5.5, 6.0]
[5679, 6.0, 6.5]
[7044, 6.5, 7.0]
[10002, 7.0, 7.5]
[14772, 7.5, 8.0]
[23536, 8.0, 8.5]
[39423, 8.5, 9.0]
[69843, 9.0, 1.0]
[110373, 1.0, 1.0]
[27563, 1.0, 1.1]
[4176, 1.1, 1.2]
[4176, 1.2, 1.3]
[4287, 1.3, 1.4]
[4176, 1.4, 1.5]
[4176, 1.5, 2.0]
[4244, 2.0, 2.5]
[4176, 2.5, 3.0]
[4176, 3.0, 3.5]
[4239, 3.5, 4.0]
[4512, 4.0, 4.5]
[4477, 4.5, 5.0]
[4371, 5.0, 5.5]
[4932, 5.5, 6.0]
[6100, 6.0, 6.5]
[8305, 6.5, 7.0]
[12064, 7.0, 7.5]
[19042, 7.5, 8.0]
[30560, 8.0, 8.5]
[52381, 8.5, 1.545]
[95176, 1.545, 1.0]
[80266, 1.0, 1.1]
[12596, 1.1, 1.2]
[4176, 1.2, 1.3]
[4176, 1.3, 1.4]
[4176, 1.4, 1.5]
[4176, 1.5, 2.0]
[4176, 2.0, 2.5]
[4176, 2.5, 3.0]
[4184, 3.0, 3.5]
[4176, 3.5, 4.0]
[4297, 4.0, 4.5]
